,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
4262,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Columbus,Georgia,31907.0,South,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,80.48
4263,Standard Class,DM-13015,Darrin Martin,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-BI-10000216,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",11.673
4264,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036.0,Central,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,863.128
4265,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036.0,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,3.564
4266,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036.0,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.6648
4267,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036.0,Central,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,12.588
4268,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036.0,Central,TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,171.96
4269,Second Class,AM-10705,Anne McFarland,Consumer,United States,Seattle,Washington,98115.0,West,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",871.4
4270,Standard Class,SH-20635,Stefanie Holloman,Corporate,United States,Jackson,Tennessee,38301.0,South,FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,692.472
4271,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Baltimore,Maryland,21215.0,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",207.76
4272,Same Day,SF-20200,Sarah Foster,Consumer,United States,Murray,Utah,84107.0,West,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,71.928
4273,Same Day,SF-20200,Sarah Foster,Consumer,United States,Murray,Utah,84107.0,West,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99
4274,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Seattle,Washington,98105.0,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.592
4275,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Dallas,Texas,75220.0,Central,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",48.632
4276,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,Seattle,Washington,98105.0,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1
4277,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey,8701.0,East,TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",9099.93
4278,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey,8701.0,East,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,9.96
4279,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey,8701.0,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,25.3
4280,Standard Class,RM-19675,Robert Marley,Home Office,United States,New York City,New York,10011.0,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36
4281,Standard Class,RM-19675,Robert Marley,Home Office,United States,New York City,New York,10011.0,East,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",69.264
4282,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203.0,Central,OFF-LA-10003720,Office Supplies,Labels,Avery 487,3.69
4283,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203.0,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1103.97
4284,Second Class,CA-11965,Carol Adams,Corporate,United States,Port Arthur,Texas,77642.0,Central,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,246.1328
4285,Second Class,CA-11965,Carol Adams,Corporate,United States,Port Arthur,Texas,77642.0,Central,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,11.696
4286,Second Class,CA-11965,Carol Adams,Corporate,United States,Port Arthur,Texas,77642.0,Central,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,439.992
4287,Standard Class,EH-14005,Erica Hernandez,Home Office,United States,Nashville,Tennessee,37211.0,South,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.784
4288,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Houston,Texas,77095.0,Central,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,33.28
4289,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Houston,Texas,77095.0,Central,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,14.088
4290,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90004.0,West,OFF-AR-10000122,Office Supplies,Art,Newell 314,11.16
4291,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90004.0,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,896.328
4292,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90004.0,West,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,189.0
4293,Standard Class,EB-13870,Emily Burns,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),53.982
4294,Standard Class,DW-13195,David Wiener,Corporate,United States,Redmond,Oregon,97756.0,West,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,177.225
4295,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Citrus Heights,California,95610.0,West,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",129.39
4296,Standard Class,TH-21235,Tiffany House,Corporate,United States,Los Angeles,California,90032.0,West,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",54.32
4297,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,Florida,32303.0,South,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,4367.896
4298,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,Florida,32303.0,South,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",49.568
4299,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,Florida,32303.0,South,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,161.376
4300,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,Florida,32303.0,South,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",2.784
4301,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,Florida,32303.0,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",8.72
4302,Second Class,DE-13255,Deanra Eno,Home Office,United States,Lakewood,Ohio,44107.0,East,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,3.912
4303,Same Day,MO-17500,Mary O'Rourke,Consumer,United States,The Colony,Texas,75056.0,Central,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,59.752
4304,Second Class,AH-10585,Angele Hood,Consumer,United States,Seattle,Washington,98105.0,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,63.92
4305,Second Class,AH-10585,Angele Hood,Consumer,United States,Seattle,Washington,98105.0,West,TEC-PH-10000526,Technology,Phones,Vtech CS6719,383.96
4306,Same Day,CS-12250,Chris Selesnick,Corporate,United States,Los Angeles,California,90032.0,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,7.752
4307,Same Day,CS-12250,Chris Selesnick,Corporate,United States,Los Angeles,California,90032.0,West,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.568
4308,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045.0,West,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,666.344
4309,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045.0,West,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",573.728
4310,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045.0,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,21.936
4311,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045.0,West,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,19.44
4312,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045.0,West,TEC-MA-10003246,Technology,Machines,Hewlett-Packard Deskjet D4360 Printer,447.968
4313,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Long Beach,New York,11561.0,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,16.78
4314,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045.0,West,OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors,20.96
4315,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045.0,West,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",88.752
4316,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045.0,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,304.23
4317,Standard Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94110.0,West,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,167.86
4318,Standard Class,DC-13285,Debra Catini,Consumer,United States,Richmond,Virginia,23223.0,South,FUR-FU-10000175,Furniture,Furnishings,DAX Wood Document Frame.,82.38
4319,Second Class,ST-20530,Shui Tom,Consumer,United States,Albuquerque,New Mexico,87105.0,West,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976
4320,Second Class,ST-20530,Shui Tom,Consumer,United States,Albuquerque,New Mexico,87105.0,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29
4321,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312.0,East,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,14.952
4322,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312.0,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,323.982
4323,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312.0,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,2.286
4324,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312.0,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,14.352
4325,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312.0,East,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,71.976
4326,First Class,TB-21355,Todd Boyes,Corporate,United States,Plainfield,New Jersey,7060.0,East,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21
4327,First Class,TB-21355,Todd Boyes,Corporate,United States,Plainfield,New Jersey,7060.0,East,OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",18.0
4328,Standard Class,JC-15775,John Castell,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",42.93
4329,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Hialeah,Florida,33012.0,South,OFF-PA-10000556,Office Supplies,Paper,Xerox 208,15.552
4330,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Hialeah,Florida,33012.0,South,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,17.92
4331,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Redmond,Washington,98052.0,West,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99
4332,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Redmond,Washington,98052.0,West,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,22.92
4333,Standard Class,RD-19720,Roger Demir,Consumer,United States,Daytona Beach,Florida,32114.0,South,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,50.88
4334,Standard Class,RD-19720,Roger Demir,Consumer,United States,Daytona Beach,Florida,32114.0,South,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",27.312
4335,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Bullhead City,Arizona,86442.0,West,OFF-EN-10003068,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,7.92
4336,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Bullhead City,Arizona,86442.0,West,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368
4337,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,California,90049.0,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,107.97
4338,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,California,90049.0,West,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",113.82
4339,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Franklin,Tennessee,37064.0,South,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,5.184
4340,Same Day,VM-21835,Vivian Mathis,Consumer,United States,Portage,Indiana,46368.0,Central,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28
4341,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Arlington,Virginia,22204.0,South,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,544.38
4342,First Class,ND-18370,Natalie DeCherney,Consumer,United States,San Francisco,California,94110.0,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",19.824
4343,First Class,ND-18370,Natalie DeCherney,Consumer,United States,San Francisco,California,94110.0,West,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,657.504
4344,First Class,ND-18370,Natalie DeCherney,Consumer,United States,San Francisco,California,94110.0,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,99.54
4345,First Class,ND-18370,Natalie DeCherney,Consumer,United States,San Francisco,California,94110.0,West,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,199.96
4346,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,New Rochelle,New York,10801.0,East,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,631.782
4347,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,New Rochelle,New York,10801.0,East,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,60.72
4348,Second Class,MV-17485,Mark Van Huff,Consumer,United States,Mesa,Arizona,85204.0,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,20.724
4349,Second Class,MV-17485,Mark Van Huff,Consumer,United States,Mesa,Arizona,85204.0,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,415.872
4350,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Lancaster,Ohio,43130.0,East,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.768
4351,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Lancaster,Ohio,43130.0,East,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,27.12
4352,Second Class,AG-10330,Alex Grayson,Consumer,United States,Stockton,California,95207.0,West,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84
4353,Second Class,AG-10330,Alex Grayson,Consumer,United States,Stockton,California,95207.0,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,12.96
4354,Second Class,MD-17860,Michael Dominguez,Corporate,United States,Asheville,North Carolina,28806.0,South,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,19.008
4355,Second Class,RO-19780,Rose O'Brian,Consumer,United States,Clarksville,Tennessee,37042.0,South,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1598.058
4356,Second Class,RO-19780,Rose O'Brian,Consumer,United States,Clarksville,Tennessee,37042.0,South,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,36.96
4357,Same Day,RR-19315,Ralph Ritter,Consumer,United States,Aurora,Illinois,60505.0,Central,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,10.368
4358,Same Day,RR-19315,Ralph Ritter,Consumer,United States,Aurora,Illinois,60505.0,Central,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,77.72
4359,Same Day,RR-19315,Ralph Ritter,Consumer,United States,Aurora,Illinois,60505.0,Central,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,520.464
4360,First Class,CP-12340,Christine Phan,Corporate,United States,Warwick,Rhode Island,2886.0,East,OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper,111.96
4361,Second Class,LL-16840,Lauren Leatherbury,Consumer,United States,Lafayette,Louisiana,70506.0,South,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,29.16
4362,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,58103.0,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,131.94
4363,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,58103.0,Central,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",25.92
4364,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,58103.0,Central,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,704.76
4365,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,58103.0,Central,OFF-FA-10001843,Office Supplies,Fasteners,Staples,7.41
4366,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,58103.0,Central,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",21.5
4367,Second Class,HA-14920,Helen Andreada,Consumer,United States,Chicago,Illinois,60623.0,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,10.528
4368,Second Class,HA-14920,Helen Andreada,Consumer,United States,Chicago,Illinois,60623.0,Central,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,20.544
4369,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Lawrence,Indiana,46226.0,Central,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,104.9
4370,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Lawrence,Indiana,46226.0,Central,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,39.68
4371,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Lawrence,Indiana,46226.0,Central,OFF-LA-10000414,Office Supplies,Labels,Avery 503,51.75
4372,Second Class,LH-16900,Lena Hernandez,Consumer,United States,Elkhart,Indiana,46514.0,Central,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",11.68
4373,Second Class,LH-16900,Lena Hernandez,Consumer,United States,Elkhart,Indiana,46514.0,Central,TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",159.75
4374,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Kent,Ohio,44240.0,East,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,103.968
4375,Standard Class,BT-11305,Beth Thompson,Home Office,United States,San Gabriel,California,91776.0,West,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",303.25
4376,Standard Class,BT-11305,Beth Thompson,Home Office,United States,San Gabriel,California,91776.0,West,OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,270.72
4377,Standard Class,BT-11305,Beth Thompson,Home Office,United States,San Gabriel,California,91776.0,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,1487.04
4378,Second Class,PS-18970,Paul Stevenson,Home Office,United States,Henderson,Kentucky,42420.0,South,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48
4379,Second Class,PS-18970,Paul Stevenson,Home Office,United States,Henderson,Kentucky,42420.0,South,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",71.88
4380,Standard Class,TB-21625,Trudy Brown,Consumer,United States,San Francisco,California,94110.0,West,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45
4381,Standard Class,TB-21625,Trudy Brown,Consumer,United States,San Francisco,California,94110.0,West,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,253.176
4382,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Highland Park,Illinois,60035.0,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.88
4383,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Highland Park,Illinois,60035.0,Central,FUR-BO-10004690,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,384.944
4384,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Highland Park,Illinois,60035.0,Central,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,153.584
4385,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Highland Park,Illinois,60035.0,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",913.43
4386,Standard Class,BP-11095,Bart Pistole,Corporate,United States,San Francisco,California,94122.0,West,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,43.92
4387,Standard Class,BP-11095,Bart Pistole,Corporate,United States,San Francisco,California,94122.0,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.032
4388,First Class,CD-11920,Carlos Daly,Consumer,United States,New York City,New York,10035.0,East,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,46.76
4389,First Class,CD-11920,Carlos Daly,Consumer,United States,New York City,New York,10035.0,East,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",183.968
4390,First Class,CD-11920,Carlos Daly,Consumer,United States,New York City,New York,10035.0,East,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,1259.97
4391,First Class,CD-11920,Carlos Daly,Consumer,United States,New York City,New York,10035.0,East,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,68.97
4392,Standard Class,KB-16585,Ken Black,Corporate,United States,Dallas,Texas,75081.0,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70.368
4393,Standard Class,KB-16585,Ken Black,Corporate,United States,Dallas,Texas,75081.0,Central,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",59.96
4394,Same Day,SW-20245,Scot Wooten,Consumer,United States,Springfield,Ohio,45503.0,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,25.984
4395,Same Day,SW-20245,Scot Wooten,Consumer,United States,Springfield,Ohio,45503.0,East,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,27.36
4396,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,San Diego,California,92024.0,West,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361.376
4397,Standard Class,JL-15835,John Lee,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",172.186
4398,Standard Class,JL-15835,John Lee,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",69.008
4399,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,Columbia,Maryland,21044.0,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",199.9
4400,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,Columbia,Maryland,21044.0,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,901.95
4401,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,Columbia,Maryland,21044.0,East,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,971.5
4402,First Class,RC-19825,Roy Collins,Consumer,United States,Colorado Springs,Colorado,80906.0,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,11.328
4403,First Class,CL-12565,Clay Ludtke,Consumer,United States,New York City,New York,10009.0,East,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,21.24
4404,Standard Class,MW-18220,Mitch Webber,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,34.8
4405,Standard Class,MW-18220,Mitch Webber,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.976
4406,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Columbus,Indiana,47201.0,Central,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",9.08
4407,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Columbus,Indiana,47201.0,Central,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,314.55
